no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
1,0,2,3,0,41,10,18,0,0,0,105,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,118,10,29,0,0,0,104,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,48,9,14,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,208,10,9,0,0,0,75,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,55,7,7,0,0,0,79,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,2,0,80,9,16,0,0,0,149,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,2,11,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,2,11,27,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,114,11,30,0,0,0,41,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,4,0,2,11,4,0,0,0,64,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,1,0,116,2,28,0,0,0,76,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,3,0,128,10,11,0,0,0,151,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,1,0,268,10,1,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,89,11,23,0,0,0,72,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,2,5,0,127,7,1,0,0,0,128,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,304,11,3,0,0,0,89,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,0,1,189,7,10,0,0,0,113,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,39,8,14,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,4,0,37,7,20,0,0,0,131,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,10,11,10,0,0,0,120,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,1,0,0,39,9,25,0,0,0,130,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,4,5,23,0,0,0,95,2018,0,Room_Type 1,Aviation,Meal Plan 1,Not_Canceled
3,0,1,2,0,27,4,29,0,0,0,177,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,1,4,1,4,2,29,1,0,11,68,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,1,2,2,0,11,4,23,0,0,0,142,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,28,11,2,0,0,0,110,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,1,1,0,17,9,12,0,0,0,115,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,14,10,15,0,0,0,100,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,96,7,11,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,3,0,287,9,29,0,0,0,106,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,136,12,26,0,0,0,139,2018,1,Room_Type 4,Online,Meal Plan 2,Canceled
2,0,2,6,0,16,2,5,0,0,0,63,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,2,0,64,11,18,0,0,0,86,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,0,3,0,81,2,24,0,0,0,92,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,10,4,20,0,0,0,105,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,4,6,0,27,6,12,0,0,0,132,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,3,6,15,0,0,0,132,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,4,0,12,10,6,0,0,0,123,2017,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,41,2,22,0,0,0,72,2018,0,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,0,10,11,0,0,0,126,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,148,7,23,0,0,0,82,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,22,12,8,0,0,0,0,2018,2,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
1,0,0,1,0,36,3,1,0,0,0,87,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,2,0,102,10,16,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,2,4,0,145,4,29,0,0,0,70,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,2,0,36,10,16,0,0,0,98,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,97,4,25,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,12,11,25,1,0,1,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,99,3,24,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,2,0,57,5,18,0,0,0,112,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,4,0,8,8,28,0,0,0,106,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,10,9,11,0,0,0,129,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,141,9,14,0,0,0,130,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,150,1,2,0,0,0,101,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,2,0,4,4,14,0,0,0,119,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,4,0,56,10,9,0,0,0,69,2017,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,2,2,0,108,7,10,0,0,0,72,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,4,0,36,11,14,0,0,0,97,2018,3,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,0,8,31,0,0,0,96,2017,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,3,1,5,10,18,0,0,0,116,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,4,0,69,6,12,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,94,9,3,0,0,0,103,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
0,3,0,3,0,14,6,9,0,0,0,116,2018,2,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,210,10,8,0,0,0,86,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,2,0,43,7,1,0,0,0,118,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,11,3,12,0,0,0,97,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,30,3,4,0,0,0,88,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,2,0,185,5,6,0,0,0,117,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,8,14,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,2,3,0,59,4,28,0,0,0,129,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,57,12,26,0,0,0,88,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,21,12,4,0,0,0,78,2017,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,2,0,1,0,1,6,10,0,0,0,200,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,1,0,1,0,18,12,30,0,0,0,158,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,1,9,27,0,0,0,115,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,86,3,23,0,0,0,41,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,53,10,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,0,3,0,70,12,8,0,0,0,157,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,79,4,2,0,0,0,93,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,35,3,5,0,0,0,97,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,1,0,4,10,24,1,0,2,65,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,13,5,8,0,0,0,111,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,34,10,7,0,0,0,73,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,0,6,6,0,0,0,110,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,110,4,20,0,0,0,73,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,3,11,18,0,0,0,111,2018,4,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,17,9,4,0,0,0,138,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,4,0,57,12,12,0,0,0,65,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,92,4,24,0,0,0,97,2018,1,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,2,4,0,136,7,10,0,0,0,72,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
0,2,0,2,0,187,7,7,0,0,0,87,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
1,0,2,4,0,245,7,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,3,0,85,9,30,0,0,0,100,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,3,0,166,10,6,0,0,0,119,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,4,12,9,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,335,10,13,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,137,12,9,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,99,10,30,0,0,0,65,2017,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,2,1,14,1,0,8,66,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,4,0,78,4,26,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,23,11,18,0,0,0,92,2018,2,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,2,0,3,0,70,12,8,0,0,0,114,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,2,0,15,3,4,0,0,0,135,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,4,8,23,0,0,0,0,2017,1,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,122,10,25,0,0,0,89,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,6,8,21,0,0,0,96,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,1,12,24,0,0,0,72,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,4,0,4,11,4,0,0,0,101,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,3,11,10,1,0,5,94,2018,1,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
1,0,0,2,1,7,12,14,1,5,56,67,2018,2,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,2,1,0,44,4,23,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,150,3,19,0,0,0,41,2018,2,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,0,0,6,12,26,1,0,6,65,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
3,0,1,2,0,32,5,13,0,0,0,185,2018,2,Room_Type 7,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,0,8,10,0,0,0,115,2017,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,1,0,65,11,11,0,0,0,88,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
3,0,2,2,0,12,6,19,0,0,0,177,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,335,10,13,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,0,0,33,10,3,0,0,0,121,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,70,6,15,0,0,0,109,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,2,2,0,30,8,28,0,0,0,112,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,159,8,1,0,0,0,99,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,51,11,4,0,0,0,112,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,1,0,221,10,17,0,0,0,60,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
3,0,0,1,0,13,2,23,0,0,0,127,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,2,0,175,9,30,0,0,0,87,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,3,0,115,2,27,0,0,0,76,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,3,0,52,5,14,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,1,2,0,41,8,15,0,0,0,105,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,4,0,29,11,9,0,0,0,150,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,131,9,28,0,0,0,126,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,1,2,0,3,9,12,1,3,44,67,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,4,0,26,4,18,0,0,0,134,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,5,10,0,3,5,9,0,0,0,110,2018,0,Room_Type 4,Aviation,Meal Plan 1,Canceled
2,0,0,3,0,114,5,24,0,0,0,140,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,19,10,6,1,1,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,4,0,1,8,31,0,0,0,92,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,1,1,1,26,0,0,0,86,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,53,10,11,0,0,0,108,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,0,0,113,7,10,0,0,0,104,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,3,0,77,11,12,0,0,0,72,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,1,0,9,7,15,0,0,0,197,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,0,0,258,10,16,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,3,0,250,9,26,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,1,0,1,0,8,3,30,0,0,0,128,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,69,12,23,0,0,0,78,2018,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,101,11,18,0,0,0,90,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,141,4,17,0,0,0,81,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,0,2,0,17,3,9,0,0,0,75,2018,0,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,28,6,26,0,0,0,121,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,1,0,3,1,8,0,0,0,68,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,99,2,19,0,0,0,81,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,3,0,52,6,20,0,0,0,100,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,35,4,4,0,0,0,86,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,5,0,84,10,25,0,0,0,104,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
0,2,0,5,0,5,12,22,0,0,0,0,2017,0,Room_Type 2,Complementary,Meal Plan 1,Not_Canceled
2,0,0,3,0,160,12,30,0,0,0,70,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,6,8,12,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,1,0,71,10,22,0,0,0,111,2018,0,Room_Type 4,Offline,Meal Plan 1,Canceled
3,0,2,3,0,1,12,24,0,0,0,129,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,0,0,131,10,10,0,0,0,108,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,3,0,213,6,7,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,1,9,30,1,0,1,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,2,0,213,8,12,0,0,0,95,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,3,0,196,5,12,0,0,0,81,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,1,4,6,0,0,0,92,2018,0,Room_Type 4,Offline,Meal Plan 2,Not_Canceled
2,0,1,1,0,275,6,4,0,0,0,63,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,5,0,52,5,7,0,0,0,110,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,17,7,11,0,0,0,139,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,2,0,179,8,31,0,0,0,128,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,35,11,22,0,0,0,79,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,0,0,2,7,24,0,0,0,119,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,2,0,157,7,14,0,0,0,122,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,51,2,26,0,0,0,68,2018,0,Room_Type 1,Online,Not Selected,Canceled
3,0,0,3,0,6,4,21,0,0,0,122,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,256,10,16,0,0,0,101,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,4,0,217,8,7,0,0,0,81,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,1,8,7,0,0,0,81,2017,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,2,0,0,3,4,0,0,0,116,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,301,7,30,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
3,0,2,1,0,34,10,8,0,0,0,170,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,2,1,17,9,15,0,0,0,128,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,22,5,20,0,0,0,140,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,2,0,112,5,20,0,0,0,168,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,0,0,1,9,26,0,0,0,195,2018,0,Room_Type 5,Online,Not Selected,Not_Canceled
2,1,1,1,0,8,9,12,0,0,0,188,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,125,7,5,0,0,0,119,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,90,3,25,0,0,0,96,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,191,10,20,0,0,0,96,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,3,0,18,6,21,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,5,0,68,2,20,0,0,0,43,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,0,3,0,27,3,10,0,0,0,111,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,317,11,19,0,0,0,78,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,279,10,10,0,0,0,81,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,2,0,9,3,2,0,0,0,56,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,4,0,53,9,1,0,0,0,121,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,1,1,8,0,0,0,69,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,5,0,50,11,20,0,0,0,75,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,1,3,0,85,10,6,0,0,0,85,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,15,12,2,0,0,0,118,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,12,10,4,0,0,0,72,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,10,10,8,0,0,0,145,2017,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,2,6,0,149,7,12,0,0,0,107,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,2,0,7,9,19,0,0,0,126,2017,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,26,12,21,0,0,0,68,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,346,9,13,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,1,0,105,4,6,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,1,9,22,0,0,0,145,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,148,8,26,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,45,8,4,0,0,0,152,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,1,0,3,9,22,0,0,0,166,2018,0,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,31,5,21,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,1,3,0,203,9,5,0,0,0,102,2018,1,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,18,10,2,0,0,0,82,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,9,1,14,0,0,0,68,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,141,9,23,0,0,0,164,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,4,0,97,7,8,0,0,0,77,2017,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,1,0,25,10,10,0,0,0,95,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,47,4,12,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,0,0,14,9,11,0,0,0,118,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,213,6,7,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,194,10,6,0,0,0,94,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,2,12,9,1,0,1,0,2017,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,1,3,0,16,1,18,0,0,0,86,2018,0,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,20,12,23,0,0,0,102,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,107,8,20,0,0,0,127,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,71,11,3,0,0,0,68,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,54,3,31,0,0,0,104,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,112,12,7,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,1,0,56,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,1,2,2,0,11,8,20,0,0,0,120,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,32,10,30,0,0,0,68,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,82,6,20,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,151,10,6,0,0,0,91,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,18,5,21,0,0,0,158,2018,3,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,11,10,21,0,0,0,140,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,0,0,78,11,16,0,0,0,0,2018,2,Room_Type 4,Online,Meal Plan 2,Not_Canceled
2,0,0,2,0,185,10,5,0,0,0,122,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,2,0,309,5,13,0,0,0,101,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,2,0,74,9,18,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,1,1,0,36,7,11,0,0,0,136,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
